Summary:
Estimated Reach,31261
Impressions,193814
Tweets,100
Contributors,66

Activity:
Period,Tweets
2018-10-07 00:00 UTC,4
2018-10-07 00:05 UTC,14
2018-10-07 00:10 UTC,14
2018-10-07 00:15 UTC,15
2018-10-07 00:20 UTC,8
2018-10-07 00:25 UTC,14
2018-10-07 00:30 UTC,6
2018-10-07 00:35 UTC,8
2018-10-07 00:40 UTC,5
2018-10-07 00:45 UTC,10
2018-10-07 00:50 UTC,2

Tweet Types:
Type,Count
Regular,3
Replies,47
Retweets,50

Exposure:
Range,Count
0-99 Followers,62
100-999 Followers,24
1000-9999 Followers,6
10000-99999 Followers,8
100000+ Followers,0

Contributors:
Id,Screen_Name,Tweets,Mentions,Retweets,Impressions,URL
102402465,NotiBolGroup,10,6,5,155138,http://twitter.com/NotiBolGroup
328260861,Sumaj_Warmi,5,8,1,23881,http://twitter.com/Sumaj_Warmi
380314742,ramiroerm,1,0,0,2667,http://twitter.com/ramiroerm
120181260,ecampohermoso,4,1,1,2374,http://twitter.com/ecampohermoso
160699983,bitduarte,3,5,5,1617,http://twitter.com/bitduarte
884802435398676484,jc7Jc777777,2,0,0,1330,http://twitter.com/jc7Jc777777
192665768,IsaiRdgzz,2,0,0,1328,http://twitter.com/IsaiRdgzz
194230714,canela_cs,1,0,0,1201,http://twitter.com/canela_cs
1535439266,CinthyaMendozaV,1,0,0,887,http://twitter.com/CinthyaMendozaV
26164275,VSepu,1,0,0,426,http://twitter.com/VSepu
90704544,LuzLey7,1,0,0,417,http://twitter.com/LuzLey7
1017561445679104001,Guiller45544284,4,0,0,416,http://twitter.com/Guiller45544284
1531482439,hernando_calla,1,0,0,364,http://twitter.com/hernando_calla
836353711,ordonezos,1,0,0,311,http://twitter.com/ordonezos
4093349422,CarolaArrayaB,1,0,0,269,http://twitter.com/CarolaArrayaB
852175081841319940,NatachaBarahon1,2,0,0,206,http://twitter.com/NatachaBarahon1
790701966024474624,Ross21F,1,0,0,186,http://twitter.com/Ross21F
965631174923243520,amante_dlcomida,2,0,0,155,http://twitter.com/amante_dlcomida
60791823,BianQuex,1,0,0,106,http://twitter.com/BianQuex
491686613,EQuiPo_Kinho,1,0,0,78,http://twitter.com/EQuiPo_Kinho
193807357,sergiosramirez,1,0,0,68,http://twitter.com/sergiosramirez
174268007,jpablovillegasu,1,0,0,58,http://twitter.com/jpablovillegasu
986830778469437441,herbertmijail,1,0,0,40,http://twitter.com/herbertmijail
834418783926231045,hramirez1969,2,0,0,37,http://twitter.com/hramirez1969
3991189691,jose1988cuervo,1,0,0,32,http://twitter.com/jose1988cuervo
910726193053360128,MichelleRiSos,1,0,0,30,http://twitter.com/MichelleRiSos
322180930,x3ndrix,1,0,0,29,http://twitter.com/x3ndrix
4407832277,rvaldivia1861,1,0,0,28,http://twitter.com/rvaldivia1861
910963469318594562,_Niratak_,2,0,0,24,http://twitter.com/_Niratak_
714348314,LizMarianneColq,1,0,0,24,http://twitter.com/LizMarianneColq
1117073065,zenonfreddycorn,2,0,0,21,http://twitter.com/zenonfreddycorn
4550245692,Jix_vez,1,0,0,13,http://twitter.com/Jix_vez
2713644773,makphi7784,1,0,0,9,http://twitter.com/makphi7784
790894253920645121,JoseWal16683888,2,0,0,7,http://twitter.com/JoseWal16683888
159558279,mandrake611,3,1,0,3,http://twitter.com/mandrake611
1528540735,betococo11,2,0,0,2,http://twitter.com/betococo11
712278841264312322,palmajuanpablo1,2,0,0,2,http://twitter.com/palmajuanpablo1
1006250155803336704,Nelita98734925,2,0,0,2,http://twitter.com/Nelita98734925
811619721418252289,bg26326,1,0,0,1,http://twitter.com/bg26326
985206184687931393,Limber88858567,1,0,0,1,http://twitter.com/Limber88858567
1007663587782025216,Jessica02042583,1,0,0,1,http://twitter.com/Jessica02042583
1046218645427367936,Segier3,1,0,0,1,http://twitter.com/Segier3
936590575301783552,HoracioCespede5,1,1,1,1,http://twitter.com/HoracioCespede5
138208891,feodemonio,1,1,1,1,http://twitter.com/feodemonio
372075713,RCalasich,1,1,0,1,http://twitter.com/RCalasich
781552499778056192,Eddy72352445,1,0,0,1,http://twitter.com/Eddy72352445
900886247719272449,camibravoborda,1,0,0,1,http://twitter.com/camibravoborda
380520173,Sashimi_Lf,1,0,0,1,http://twitter.com/Sashimi_Lf
4487921836,MonicaDecker17,1,0,0,1,http://twitter.com/MonicaDecker17
1146604813,Ceciliaestrad5,1,0,0,1,http://twitter.com/Ceciliaestrad5
945384097408483329,PaulinoChura,1,1,1,1,http://twitter.com/PaulinoChura
1238837922,ENRIQUE1735,1,0,0,1,http://twitter.com/ENRIQUE1735
57349485,Pensardiferente,1,4,0,1,http://twitter.com/Pensardiferente
769195066439106560,NegreteJamel,1,0,0,1,http://twitter.com/NegreteJamel
458068833,MiguelLangdon,1,0,0,1,http://twitter.com/MiguelLangdon
515964033,RolandoCopa,1,0,0,1,http://twitter.com/RolandoCopa
918211121319903232,JamesCusGam,1,0,0,1,http://twitter.com/JamesCusGam
1017859621405458434,lizytabc,1,0,0,1,http://twitter.com/lizytabc
129860286,hugosanze1,1,0,0,1,http://twitter.com/hugosanze1
965965515670937600,AngelicaSoruco,1,0,0,1,http://twitter.com/AngelicaSoruco
1048269684162871296,Nestor07595082,1,0,0,1,http://twitter.com/Nestor07595082
1018154807205548032,Richard21176958,1,0,0,1,http://twitter.com/Richard21176958
473444863,monicanovillo,1,0,0,1,http://twitter.com/monicanovillo
89179369,Zeus4Real_,1,0,0,1,http://twitter.com/Zeus4Real_
306817522,alexandraarumi,1,0,0,1,http://twitter.com/alexandraarumi
800449636318052352,Albacet29728120,1,0,0,1,http://twitter.com/Albacet29728120

Tweets:
Id,Screen_Name,Text,Time,Retweets,Impressions,URL 
1048737631130066955,NotiBolGroup,RT @NotiBolGroup: #Bolivia Repercusiones por el mundo por el anuncio de la candidatura de Carlos Mesa a la Presidencia de Bolivia. @carlosd…,2018-10-07 00:51 UTC,0,19392,http://twitter.com/NotiBolGroup/statuses/1048737631130066955 
1048737349750771713,NotiBolGroup,@marceu_mu @carlosdmesag @RubenCostasA @SDoriaMedina @UnidadNacional1 @MAS_Bolivia @DemocratasBo @SatucoMayor… https://t.co/6ag4Ubr6mV,2018-10-07 00:50 UTC,0,1,http://twitter.com/NotiBolGroup/statuses/1048737349750771713 
1048737078455009280,rvaldivia1861,RT @noticiasfides: #ANF #Último @carlosdmesag acepta la invitación del #FRI para ser candidato en las #Elecciones2019. Dice que van a “derr…,2018-10-07 00:49 UTC,0,28,http://twitter.com/rvaldivia1861/statuses/1048737078455009280 
1048736651256758272,Sumaj_Warmi,RT @PaulinoChura: @Sumaj_Warmi @MonoLargaVista @DemocratasBo @solparaBolivia @carlosdmesag El gran perdedor de la candidatura de @carlosdme…,2018-10-07 00:47 UTC,0,5970,http://twitter.com/Sumaj_Warmi/statuses/1048736651256758272 
1048736581073481729,Sumaj_Warmi,RT @feodemonio: @Sumaj_Warmi @MonoLargaVista @DemocratasBo @solparaBolivia @carlosdmesag Seria un error elegir a revilla!,2018-10-07 00:47 UTC,0,5970,http://twitter.com/Sumaj_Warmi/statuses/1048736581073481729 
1048736454925602817,canela_cs,"Tengo 40 años menos y ya no me siento tan joven como él. 
¿Qué come el señor @carlosdmesag?",2018-10-07 00:47 UTC,0,1201,http://twitter.com/canela_cs/statuses/1048736454925602817 
1048736438781661184,Nelita98734925,"@abadoblitas @hombre__libre @MFuentesElAlto @carlosdmesag El MAS tiene todo el derecho de participar y ganar, pero… https://t.co/Bd2Iw7NTwo",2018-10-07 00:47 UTC,0,1,http://twitter.com/Nelita98734925/statuses/1048736438781661184 
1048736422574919680,Zeus4Real_,"@carlosdmesag @YouTube Sumamente interesado sobre su posición política.

Excelente tener un nuevo candidato y conoc… https://t.co/N4SuDpYWU0",2018-10-07 00:47 UTC,0,1,http://twitter.com/Zeus4Real_/statuses/1048736422574919680 
1048736278760632322,monicanovillo,"@DiarioOpinion @carlosdmesag Bueno, primero candidateará en las primarias!",2018-10-07 00:46 UTC,0,1,http://twitter.com/monicanovillo/statuses/1048736278760632322 
1048736213102997504,Richard21176958,"@carlosdmesag @YouTube Votare por mesa, eso le tenia decidido hace tiempo.",2018-10-07 00:46 UTC,0,1,http://twitter.com/Richard21176958/statuses/1048736213102997504 
1048736073290010624,_Niratak_,"RT @GaryQuisbertL: @carlosdmesag ¿Izquierda?, Sr Carlos Mesa no nos decepcione, la izquierda ya arruino infinidad de países en  el mundo
Lo…",2018-10-07 00:45 UTC,0,23,http://twitter.com/_Niratak_/statuses/1048736073290010624 
1048735952334704641,jpablovillegasu,RT @carlosdmesag: Mi respuesta: POR UN GOBIERNO DE CIUDADANOS https://t.co/fUlNNsSkp5 vía @YouTube,2018-10-07 00:45 UTC,0,58,http://twitter.com/jpablovillegasu/statuses/1048735952334704641 
1048735709442572288,Nelita98734925,"@abadoblitas @carlosdmesag De que lugar de Bolivia es usted? si el 2003 no estaba en La Paz o en El Alto, no creo q… https://t.co/eIGIVLFnqx",2018-10-07 00:44 UTC,0,1,http://twitter.com/Nelita98734925/statuses/1048735709442572288 
1048735694561189888,CinthyaMendozaV,RT @noticiasfides: #ANF El Movimiento Demócrata Social respalda la decisión de @carlosdmesag de ir como candidato presidencial por #FRI. Di…,2018-10-07 00:44 UTC,0,887,http://twitter.com/CinthyaMendozaV/statuses/1048735694561189888 
